DriverName,Hostname,MACAddressVendor,TCPListeningPorts
,,"[""VMware, Inc""]","[80, 135, 139, 181, 443, 445, 808, 1433, 1434, 1801, 1900, 2103, 2105, 2107, 2383, 2426, 2427, 2910, 3142, 3389, 3500, 4343, 5000, 5985, 6001, 6002, 8005, 8081, 8339, 20222, 35768, 36777, 37000, 40200, 40201, 45000, 47001, 47809, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49724, 49726, 49999, 50000, 50002, 50004, 50200, 51004, 51010, 53520, 53623, 59638]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 28002, 30002, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 53086, 58144, 62714]"
,,"[""Schneider Electric""]",
"""siemens.s7""",,"[""Siemens AG""]",
"""emerson.deltav_controller""","""CTRL_SIS-22""","[""Fisher Controls""]",
,,"[""Digital Logic GmbH""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 9001, 9002, 47001, 49664, 49665, 49666, 49668, 49670, 49671, 49707, 49712]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 3142, 3389, 4840, 5693, 5985, 7777, 7983, 8005, 8009, 8080, 8333, 8983, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49689, 61546, 63510, 63511]"
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 1801, 2103, 2105, 2107, 3142, 3389, 5693, 5985, 6002, 7001, 7002, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49670, 49694, 49697, 49740, 49768]"
"""emerson.deltav_controller""","""LCR2CTLR1""","[""Fisher-Rosemount Systems Inc""]",
,,"[""TP-Link Systems Inc"", ""Dell Inc"", ""Intel Corporate"", ""VMware, Inc""]","[135, 139, 445, 902, 912, 3389, 5040, 5700, 8339, 8884, 9012, 49664, 49665, 49666, 49667, 49668, 49669, 55993, 64274, 64278]"
,,"[""Fisher-Rosemount Systems Inc""]",
,,"[""Dell Inc""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 9001, 9002, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 63961]"
"""cisco.ios""","""SWT-SC6053-65""","[""Cisco Systems, Inc""]",
,,"[""Siemens AG""]",
"""vmware.vcenter""","""vcsa.vse.local""","[""VMware, Inc""]",
,,"[""VMware, Inc""]",
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 139, 445, 3389, 8819, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 34383, 34417, 34418, 34419, 34420, 49256]"
"""cisco.ios""","""Q3SWAUT10""","[""Cisco Systems, Inc""]",[22]
,,"[""Fisher-Rosemount Systems Inc""]",
"""moxa.dsc""","""CONV-97253""","[""Moxa Technologies Corp, Ltd""]",
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49670, 49699, 49700]"
,,"[""Moxa Technologies Corp, Ltd""]",
"""emerson.deltav_controller""","""MD-2015""","[""Fisher Controls""]",
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 41001, 41002, 47001, 49664, 49665, 49666, 49668, 49670, 49686, 49691, 49695, 49702, 53741, 53742]"
"""emerson.deltav_controller""","""LCR2CTLR3""","[""Fisher-Rosemount Systems Inc""]",
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 800, 1433, 3142, 3389, 5357, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49667, 49671, 49702, 49708, 49723, 55732]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,,
,,"[""Advantech Co., Ltd""]",
"""emerson.deltav_controller""","""CTRL-27_3""","[""Fisher-Rosemount Systems Inc""]",
,,"[""VMware, Inc""]","[135, 139, 445, 1521, 3142, 3389, 5693, 5985, 8333, 47001, 49152, 49153, 49154, 49155, 49156, 49173, 49176, 49264]"
,,"[""Dell Inc""]",
,,"[""VMware, Inc""]",
,,"[""Siemens Industrial Automation Products Ltd, Chengdu""]",
,,"[""Siemens AG""]",
"""ethernetip""",,"[""Festo AG & Co. KG""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 1801, 2049, 2103, 2105, 2107, 3142, 3389, 5693, 5985, 7777, 8005, 8009, 8080, 8333, 8732, 9758, 10013, 10014, 13006, 13007, 20014, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49679, 49682, 49684, 51856, 52007, 52814, 54450, 54603, 54710, 54714, 56941, 56944, 56947, 56950, 56953, 62551, 62552, 62763, 63500, 63501, 65388]"
"""cisco.ios""","""SVR-CCP-102""","[""Cisco Systems, Inc""]","[22, 80, 443, 21111]"
,,"[""Giga-Byte Technology Co., Ltd""]","[80, 111, 135, 139, 322, 445, 554, 3142, 3389, 5040, 5800, 5900, 7680, 8333, 8401, 8600, 8601, 8620, 42050, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 49672, 49674, 50261, 51004, 52221, 52326, 52635, 53150, 53842, 54262, 55828, 57689, 57953, 58726, 59026, 59492, 62810, 63992]"
"""dell.idrac""",,,
,,"[""Dell Inc""]","[135, 139, 443, 445, 593, 623, 1325, 1326, 2886, 3142, 3389, 3424, 4879, 5040, 5693, 6624, 6625, 6628, 8084, 8090, 8333, 9753, 10000, 10001, 16992, 27000, 48888, 49664, 49665, 49666, 49667, 49668, 49669, 49673, 49804, 49956, 49957, 52080, 52088, 61213]"
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 3142, 3389, 5693, 5985, 8333, 41001, 41002, 47001, 49664, 49665, 49666, 49667, 49689, 49699, 49709, 61623, 61624]"
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Adlink Technology, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Microsoft Corporation""]","[53, 80, 88, 111, 135, 139, 389, 443, 445, 464, 593, 636, 980, 1947, 3268, 3269, 3389, 7777, 9389, 18585, 47001, 47625, 47628, 49672, 50330, 50341, 50432, 50433, 50442, 50443, 50449, 50450, 50452, 51001, 51042, 51128, 52012, 54915, 55114, 55808, 58010, 58080, 61774, 61863, 62551, 62552]"
,,"[""ipcas GmbH""]",
,,"[""VMware, Inc""]",
,,"[""VMware, Inc""]","[80, 135, 139, 445, 3050, 3142, 3389, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49667, 49668, 49669]"
,,"[""Broadcom""]","[80, 135, 139, 445, 623, 2910, 3071, 3142, 3389, 3456, 4503, 5017, 5357, 8081, 9876, 16992, 22382, 40007, 40200, 40205, 40206, 40207, 40209, 49258, 49259, 49999, 50000, 50002, 50004, 51031, 51032, 51033, 51052, 51086, 51093, 51095, 51219, 51291, 55550, 55552, 55557]"
,,"[""ipcas GmbH""]",
,,"[""VMware, Inc""]","[7, 9, 13, 17, 19, 135, 139, 445, 3142, 5693, 5985, 8333, 10050, 47001, 49664, 49665, 49666, 49669, 49670, 49683, 49689, 59028]"
,,"[""Broadcom"", ""Dell Inc""]","[80, 135, 139, 443, 445, 808, 1433, 3142, 3389, 3399, 5413, 5666, 5693, 5985, 8080, 8090, 8181, 8333, 8443, 8888, 8889, 9300, 12489, 32567, 32568, 32569, 32570, 32571, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49929, 52311, 55555, 59200]"
,,"[""Schneider Electric""]",
,,"[""VMware, Inc""]","[7, 9, 13, 17, 19, 135, 139, 445, 1099, 3142, 3389, 5666, 5693, 5985, 7700, 7701, 8005, 8009, 8080, 8333, 11004, 11021, 11023, 11024, 11025, 11026, 11027, 11028, 11029, 11030, 11031, 11032, 11033, 11034, 11036, 11037, 11038, 11039, 11041, 11042, 11043, 11044, 11045, 12489, 20031, 20032, 47001, 49152, 49153, 49154, 49155, 49157, 60978]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 3142, 3389, 4840, 5693, 5985, 8333, 8732, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49671, 49687, 49694, 49701, 63510, 63511]"
,,"[""ipcas GmbH""]",
,,"[""Cisco Systems, Inc""]",
,,"[""Broadcom"", ""Dell Inc""]","[135, 139, 445, 515, 623, 705, 706, 709, 750, 751, 1947, 8081, 16992, 18585, 50000, 50001, 50002, 50003, 50008, 50021, 50022, 52012, 58010, 58080, 60888]"
,,"[""Bently Nevada Corp""]",
"""ethernetip""",,,
"""cisco.ios""","""UNIB4SWAUT11""","[""Cisco Systems, Inc""]","[22, 4786]"
"""cisco.ios""","""SWT-SC1055-23""","[""Cisco Systems, Inc""]",
,,"[""Cisco Systems, Inc""]",
"""dell.switch""","""UNIB3SAN01""","[""Brocade Communications Systems LLC""]","[22, 111, 199]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""ipcas GmbH""]",
"""cisco.ios""","""SWT-223-13""","[""Cisco Systems, Inc""]",
,,"[""Siemens Industrial Automation Products Ltd, Chengdu""]",
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 427, 445, 2463, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 34383, 34417, 34418, 34420, 34497, 34498, 49664]"
,,"[""VMware, Inc""]","[80, 135, 139, 445, 2030, 3142, 3389, 5693, 5985, 6050, 8005, 8009, 8080, 8333, 9090, 9092, 9093, 9094, 20031, 20032, 41523, 47001, 49664, 49665, 49666, 49668, 49670, 49687, 49714, 49720, 49721]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.deltav_controller""","""CIOC-A350-02""","[""Fisher-Rosemount Systems Inc""]",
,,"[""VMware, Inc""]",
,,"[""Pronet GmbH""]",
"""palo_alto_networks.panos""","""PE5FWRNG01""","[""Palo Alto Networks""]",
,,"[""Lantronix""]",
,,"[""ipcas GmbH""]",
,,"[""Giga-Byte Technology Co., Ltd""]","[135, 139, 445, 3142, 3389, 5040, 5666, 8333, 8443, 12489, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671]"
"""ethernetip""",,,
,,"[""Siemens AG""]",
,,"[""Toradex AG""]",
,,"[""Broadcom Limited"", ""Dell Inc""]","[80, 135, 139, 443, 445, 3389, 8081, 8339, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49683, 49688, 52311]"
,,"[""Microsoft Corporation""]","[135, 139, 445, 980, 1947, 3389, 5000, 8081, 17889, 18585, 49675, 50432, 50433, 50434, 50444, 50445, 50525, 50616, 51001, 52012, 54915, 55115, 55808, 58010, 58080, 63006, 64683]"
,,"[""VMware, Inc""]","[21, 23, 25, 79, 80, 135, 139, 445, 512, 515, 1025, 1026, 1027, 1028, 1827, 2992, 3306, 3389, 5666, 5800, 5801, 5900, 5901, 9089, 12489]"
"""moxa.dsc""","""CONV-97251""","[""Moxa Technologies Corp, Ltd""]",
"""siemens.s7""",,"[""Siemens AG""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 3142, 3389, 5693, 5985, 7983, 8005, 8009, 8080, 8333, 8983, 12001, 12352, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49669, 49700, 49704, 49706, 63510, 63511]"
,,"[""Schenck Process GmbH""]",
,,"[""VMware, Inc""]","[135, 139, 445, 1947, 2010, 3142, 3389, 5693, 8333, 47001, 49152, 49153, 49154, 49155, 49156]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 50876]"
,,"[""VMware, Inc""]","[80, 135, 139, 445, 3389, 5357, 5985, 8000, 34487, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49673, 49893, 55556]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 9001, 9002, 20501, 20502, 20503, 20504, 20505, 20506, 20507, 20508, 20509, 47001]"
,,"[""Allied Telesis, Inc"", ""Dell Inc""]","[135, 139, 445, 919, 1025, 1026, 1035, 1038, 1359, 1845, 3389, 5551, 5559, 5666, 6000, 6552, 6553, 6560, 6850, 10001, 12489, 44444, 45678, 51025, 51031]"
"""cisco.ios""","""UNIB4SWAUT12""","[""Cisco Systems, Inc""]","[22, 21111]"
,,"[""Cisco Systems, Inc""]",
,,"[""Moxa Technologies Corp, Ltd""]",
,,"[""Broadcom"", ""Dell Inc""]","[135, 139, 445, 515, 623, 1947, 8081, 16992, 18585, 50000, 50001, 50002, 50003, 50016, 50030, 50031, 52012, 53211, 58010, 58080]"
,,"[""Bently Nevada Corp""]",
,,"[""Dell Inc""]","[135, 139, 445, 3142, 3389, 5040, 5357, 8333, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49674, 58921]"
,,"[""Dell Inc""]",
,,"[""Dell Inc""]",
,,"[""ABB Oy / Medium Voltage Products""]",
,,"[""Dell Inc"", ""Intel Corporate""]","[135, 139, 445, 501, 623, 1947, 2010, 3333, 4840, 4859, 4861, 4864, 4865, 4873, 4877, 5040, 5354, 8884, 9444, 13000, 14000, 14003, 16992, 22350, 32401, 33331, 49310, 49664, 49665, 49666, 49667, 49668, 49675, 49679, 51400, 56232, 57042, 57411, 57511, 57811]"
,,"[""Transmitton Ltd""]",
"""emerson.deltav_controller""","""CAV_TAR""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 427, 445, 2463, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 34383, 34417, 34418, 34420, 34497, 34498]"
,,"[""VMware, Inc""]","[111, 135, 139, 445, 3142, 3389, 4840, 5693, 5985, 7777, 8333, 12348, 13001, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49670, 49692, 49935, 49938, 62551, 62552]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[111, 135, 139, 445, 1433, 1880, 3142, 3389, 5093, 5693, 5985, 8080, 8333, 8444, 8543, 9990, 20031, 20032, 47001, 49664, 49665, 49668, 49669, 49671, 49695, 49697, 49730, 64646]"
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 1433, 3389, 5693, 5985, 8081, 8443, 8444, 9000, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 49680]"
,,"[""Moxa Technologies Corp, Ltd""]",
,,"[""Hewlett Packard""]",
"""emerson.deltav_controller""","""MD-2011""","[""Fisher Controls""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Schweitzer Engineering""]","[135, 139, 445, 623, 1947, 3142, 3389, 5040, 5357, 5432, 5693, 5985, 6515, 8333, 16992, 47001, 48010, 49664, 49665, 49666, 49667, 49668, 49669, 49674, 64298]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 9001, 9002, 47001, 49664, 49665, 49666, 49669, 49671, 49697, 49698, 52691, 56013, 56041, 61420, 61785, 64836]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""vmware.esxi""","""Q2VMW03""","[""VMware, Inc"", ""Intel Corporate""]",
,,"[""Moxa Technologies Corp, Ltd""]",
"""cisco.ios""","""SWT-CAV-101""","[""Cisco Systems, Inc""]",
"""honeywell.experion_pks""",,"[""Honeywell""]",
,,"[""ipcas GmbH""]",
"""emerson.deltav_controller""","""PES-BA223""","[""Fisher Controls""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Dell Inc""]","[80, 135, 139, 445, 705, 706, 709, 750, 751, 1947, 3389, 4840, 5666, 7777, 12489, 18585, 18587, 18703, 24158, 37266, 37267, 37268, 37269, 47697, 47698, 47699, 47700, 47702, 47703, 47704, 49158, 49159, 50000, 50001, 50002, 50005, 50010, 50033, 50044, 51001, 52012, 52601, 54915, 55808, 55962, 58010, 58080, 62551, 62552]"
,,"[""VMware, Inc"", ""Microsoft Corporation""]","[53, 135, 139, 445, 3142, 3389, 5007, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49670, 49671, 49704, 49909]"
"""emerson.deltav_controller""",,"[""Fisher-Rosemount Systems Inc""]",
,,"[""VMware, Inc""]","[21, 49, 80, 135, 139, 445, 3142, 3389, 5007, 5693, 5985, 8333, 9000, 9089, 18765, 20031, 20032, 47001, 49211, 49664, 49665, 49666, 49668, 49670, 49693, 49701, 49771, 49777]"
,,"[""Novus Produtos Eletronicos Ltda""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 808, 1536, 1537, 1538, 1539, 1540, 1544, 1547, 1572, 1583, 1586, 1594, 1611, 1617, 1641, 1685, 1695, 1718, 1801, 2103, 2105, 2107, 2683, 3142, 3389, 4840, 5354, 5693, 5739, 5985, 7777, 8333, 8732, 9758, 12345, 12346, 12347, 12348, 12350, 13001, 17777, 20031, 20032, 47001, 50070, 61200, 61903, 62552]"
,,"[""Pepperl+Fuchs GmbH""]",
,,"[""Elsag Bailey Process""]",
,,"[""Spectra - Tek""]",
,,"[""Siemens AG""]",
,,"[""Dell Inc""]","[80, 135, 139, 445, 1311, 1433, 1434, 2909, 2910, 3142, 3389, 3456, 4503, 5017, 5357, 6002, 7001, 7002, 8081, 9876, 20222, 22382, 40007, 40200, 40205, 40206, 40207, 40209, 47001, 49999, 50000, 50001, 50002, 50003, 50004, 51004, 51010, 51031, 51032, 51033, 51056, 51095, 51284, 51314, 51791, 52266, 53492, 53493, 53494, 53495, 55550, 55553, 55554, 55555, 55556, 55557, 55559, 55563, 55571, 55572, 55573, 55574, 55575, 55576, 55608]"
,,"[""ipcas GmbH""]",
,,"[""Dell Inc""]","[135, 139, 445, 1947, 8081, 18585, 50432, 50433, 50434, 50438, 50439, 50471, 50478, 52012, 58010, 58080]"
,,"[""Digital Logic GmbH""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 3060, 3061, 3142, 3389, 4244, 4247, 4255, 5241, 5666, 5693, 5898, 5985, 6543, 7002, 7003, 7004, 7111, 7147, 8333, 8339, 9111, 12315, 12489, 22350, 22352, 27000, 47001, 49664, 49665, 49666, 49667, 49680, 49686, 49723, 49751, 53204, 54967, 58724]"
"""emerson.deltav_controller""","""CTRL-20""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Dell Inc""]","[135, 139, 403, 445, 1027, 1032, 1079, 1332, 2222, 3060, 3389, 4241, 4446, 6543, 8082, 9111, 44818]"
"""cisco.ios""","""SWT-SE35-01""","[""Cisco Systems, Inc""]",
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 139, 427, 445, 2463, 8081, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 34383, 34417, 34418, 34420, 34497, 34498]"
,,"[""Emerson Network Power, Avocent Division""]",
,,"[""Dell Inc"", ""Intel Corporate""]","[135, 139, 445, 1311, 2463, 3142, 3389, 5693, 5700, 5985, 8333, 9099, 20031, 20032, 47001, 49152, 49153, 49154, 49155, 49156, 49157, 49178, 57371, 61616]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 3142, 3389, 4840, 5093, 5693, 5985, 7777, 7983, 8005, 8009, 8080, 8333, 8732, 8983, 10014, 12001, 12351, 12352, 20014, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49680, 49684, 49686, 49698, 49701, 49704, 49707, 49710, 52007, 57042, 62551, 62552, 63500, 63501, 63510, 63511]"
,,"[""Dell Inc"", ""VMware, Inc""]","[135, 139, 445, 902, 912, 1947, 3389, 6600, 6601, 6660, 6661, 7660, 7661, 8660, 8661, 8888, 9999, 49152, 49153, 49154, 49155, 49158, 49159, 49160, 49161, 52311, 54954]"
,,"[""ipcas GmbH""]",
,,"[""VMware, Inc""]","[111, 135, 139, 445, 524, 3142, 3389, 4840, 5693, 5985, 7777, 8333, 12345, 12346, 12347, 12348, 12350, 13001, 20031, 20032, 47001, 49664, 49665, 49667, 49669, 49685, 49696, 49700, 49708, 57386, 57389, 61200, 62551, 62552, 63510, 63511]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5432, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49667, 49669, 49671, 49693, 49703]"
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 3389, 5693, 5985, 8333, 8443, 8444, 9000, 47001, 49588, 49664, 49665, 49666, 49667, 49668, 49671, 50301, 50306, 50318]"
,,"[""Dell Inc""]","[135, 139, 445, 1947, 8081, 18585, 24158, 50432, 50433, 50437, 50438, 50439, 50464, 50472, 52012, 56019, 58010, 58080]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 1801, 1947, 2049, 2103, 2105, 2107, 3142, 3389, 4840, 5354, 5693, 5985, 7777, 8333, 10013, 10014, 10015, 19090, 20014, 20031, 20032, 47001, 47629, 47630, 47631, 47632, 47633, 48620, 48621, 48622, 48623, 48625, 49664, 49665, 49666, 49667, 49678, 49679, 49680, 49689, 49705, 49714, 51077, 51081, 51086, 51723, 52007, 54301, 54306, 54326, 54331, 54349, 55583, 63500, 63501, 63546, 63618, 64316, 64810, 64815, 64820]"
,,"[""VMware, Inc""]","[80, 135, 139, 445, 1433, 1434, 2383, 3389, 5357, 5693, 5985, 8082, 17426, 20031, 20032, 28002, 30002, 40342, 40343, 40344, 47001, 49664, 49665, 49666, 49667, 49670, 49703, 49775, 49776, 49790, 52101, 52207, 52209, 52211, 57140]"
"""ethernetip""",,,
"""cisco.ios""","""SWT-SC1051-04""","[""Cisco Systems, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 1947, 2049, 3142, 3389, 4840, 5354, 5693, 5985, 7777, 7983, 8005, 8009, 8080, 8333, 8732, 8983, 10013, 10014, 20014, 20031, 20032, 21379, 21381, 47001, 49664, 49665, 49668, 49669, 49737, 49770, 49772, 50051, 50364, 50413, 52007, 52404, 52427, 54488, 54491, 54494, 60560, 62551, 62552, 63500, 63501, 63510, 63511]"
,,"[""VMware, Inc""]","[22, 25, 5666]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""cisco.ios""","""50-swt-01""","[""Cisco Systems, Inc""]","[22, 80, 443, 4786]"
,,"[""Dell Inc"", ""Intel Corporate""]","[135, 139, 443, 445, 2886, 3142, 3389, 3424, 5040, 5693, 6624, 6625, 6628, 8333, 9753, 20031, 20032, 49664, 49665, 49668, 49669, 49670, 49671, 49674, 51013, 51014, 51015, 51016, 51017, 51018, 51019, 51020, 51021, 51022, 51023, 51024, 51025, 51026, 51027, 51028, 51029, 51030, 52080, 52088, 64422]"
,,"[""Dell Inc""]","[135, 139, 445, 3142, 3389, 5040, 5693, 7680, 8333, 49664, 49665, 49666, 49667, 49668, 49669, 49671]"
"""snmp.generic""","""FLX1363DA.localdomain.com ""","[""BDT Büro und Datentechnik GmbH & Co.KG""]",
"""emerson.deltav_controller""","""CTRL-14-002""","[""Fisher Controls""]",
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 3050, 3142, 3389, 5985, 8333, 47001, 49664, 49665, 49667, 49668, 49670, 49689, 49697, 49699, 50552]"
"""emerson.deltav_controller""","""LCR4CTLRC1""","[""Fisher-Rosemount Systems Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""snmp.generic""","""KVM-PE5""","[""Emerson Network Power, Avocent Division""]","[22, 2828, 2829]"
,,"[""Advantech Co., Ltd""]",
"""cisco.ios""","""SWT-30LV-103""","[""Cisco Systems, Inc""]",
,,"[""VMware, Inc""]","[111, 135, 139, 445, 1947, 2010, 3389, 4840, 4859, 4861, 4864, 4865, 4873, 4877, 5354, 5985, 7777, 8333, 9444, 22350, 47001, 47864, 47865, 47866, 47867, 49664, 49665, 49666, 49669, 49671, 49694, 49701, 49704, 49739, 50203, 50204, 50205, 50206, 51400, 52601, 62551, 62552, 65299]"
,,"[""VMware, Inc""]","[111, 135, 139, 445, 3142, 3389, 4369, 5672, 5693, 5985, 8333, 20031, 20032, 25672, 47001, 49664, 49665, 49666, 49668, 49702, 49712, 49718, 63510, 63511]"
,,"[""Siemens AG""]",
"""emerson.deltav_controller""","""CT-6""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Dell Inc""]","[135, 139, 445, 3142, 3389, 5040, 5357, 8333, 49664, 49665, 49666, 49667, 56978, 56979, 56980]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5357, 5666, 5985, 8333, 8338, 8339, 8443, 12489, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49672, 52311]"
,,"[""Dell Inc"", ""Xerox Corporation""]","[111, 135, 139, 445, 3389, 4840, 5985, 7777, 20109, 20111, 20171, 34205, 34383, 34497, 34498, 47001, 47625, 47626, 47627, 47628, 49664, 49665, 49666, 49667, 49668, 49669, 49689, 49713, 49729, 52101, 53086, 60054, 60055, 60056, 60057, 62551, 62552]"
,,"[""VMware, Inc"", ""Microsoft Corporation""]","[53, 135, 139, 445, 2179, 3142, 3389, 5008, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49667, 49670, 49705, 49706, 49718, 59698]"
,,"[""Microsoft Corporation""]","[80, 135, 139, 443, 445, 3389, 8081, 8339, 47001, 49664, 49665, 49673, 49677, 49696, 49708, 49715, 52311, 61594]"
,,"[""Schneider Electric""]",
,,"[""Broadcom Limited"", ""Dell Inc""]","[135, 139, 445, 980, 1947, 3389, 5000, 17889, 18585, 49675, 50432, 50433, 50434, 50435, 50436, 50437, 50497, 50655, 51001, 52012, 54915, 55114, 55808, 56520, 58010, 58080, 60872, 60894, 61222, 61953]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49667, 49668, 49670, 49671, 49673]"
,,"[""Cisco Systems, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Dell Inc""]","[135, 139, 443, 445, 593, 623, 1325, 1326, 2886, 3142, 3389, 3424, 5040, 5693, 6624, 6625, 6628, 8084, 8090, 8333, 9753, 10000, 10001, 16992, 20031, 20032, 27000, 48888, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49672, 49673, 49674, 49824, 52080, 52088, 61213]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""palo_alto_networks.panos""","""DCXFWRNG01A""","[""Palo Alto Networks""]",
,,"[""VMware, Inc""]","[135, 139, 445, 2222, 3142, 3389, 5357, 5666, 5985, 8333, 8338, 8339, 8443, 12489, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49673, 52311]"
,,"[""ipcas GmbH""]",
,,"[""Dell Inc""]","[135, 139, 445, 2886, 3142, 3389, 3424, 5040, 5693, 5700, 6624, 6625, 6628, 8084, 8090, 8333, 8884, 9222, 11598, 27000, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 49717, 52080, 52088, 57105, 58878, 60173, 60195, 60380]"
,,"[""VMware, Inc""]",
,,"[""VMware, Inc""]","[135, 139, 403, 445, 1332, 2221, 3060, 3142, 3389, 4241, 4245, 4255, 5241, 5693, 5985, 6543, 7153, 8082, 8333, 8339, 9111, 20031, 20032, 22350, 22352, 27000, 27024, 27027, 27050, 27051, 27052, 27053, 27054, 27055, 27056, 27100, 47001, 49152, 49153, 49154, 49162, 49190, 49191, 51676, 54967]"
,,"[""Rosemount Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
